frame,filename,x_min,x_max,y_min,y_max,x_c,y_c,objectID
356,NYALE-04_000356.JPG,3995,4129,1297,1408,4062.0,1352.5,0
361,NYALE-04_000361.JPG,4032,4209,1206,1354,4120.5,1280.0,0
362,NYALE-04_000362.JPG,4035,4211,1227,1376,4123.0,1301.5,0
362,NYALE-04_000362.JPG,4559,4704,786,924,4631.5,855.0,1
362,NYALE-04_000362.JPG,4226,4357,894,1030,4291.5,962.0,2
363,NYALE-04_000363.JPG,4028,4222,1248,1404,4125.0,1326.0,0
363,NYALE-04_000363.JPG,4240,4393,909,1053,4316.5,981.0,2
363,NYALE-04_000363.JPG,4601,4759,792,940,4680.0,866.0,1
364,NYALE-04_000364.JPG,4018,4222,1237,1410,4120.0,1323.5,0
364,NYALE-04_000364.JPG,4220,4392,877,1032,4306.0,954.5,2
364,NYALE-04_000364.JPG,4582,4744,758,915,4663.0,836.5,1
365,NYALE-04_000365.JPG,4196,4373,898,1067,4284.5,982.5,2
365,NYALE-04_000365.JPG,4031,4240,1248,1435,4135.5,1341.5,0
365,NYALE-04_000365.JPG,4550,4724,800,967,4637.0,883.5,1
367,NYALE-04_000367.JPG,4544,4734,808,998,4639.0,903.0,1
367,NYALE-04_000367.JPG,3989,4212,1269,1469,4100.5,1369.0,0
367,NYALE-04_000367.JPG,4141,4328,882,1066,4234.5,974.0,2
368,NYALE-04_000368.JPG,4556,4753,780,985,4654.5,882.5,1
368,NYALE-04_000368.JPG,4137,4338,859,1056,4237.5,957.5,2
368,NYALE-04_000368.JPG,3978,4217,1283,1480,4097.5,1381.5,0
369,NYALE-04_000369.JPG,4169,4366,853,1044,4267.5,948.5,2
369,NYALE-04_000369.JPG,4025,4243,1259,1459,4134.0,1359.0,0
369,NYALE-04_000369.JPG,4587,4784,791,986,4685.5,888.5,1
370,NYALE-04_000370.JPG,4199,4401,855,1054,4300.0,954.5,2
370,NYALE-04_000370.JPG,4048,4266,1249,1453,4157.0,1351.0,0
370,NYALE-04_000370.JPG,4594,4796,810,1008,4695.0,909.0,1
376,NYALE-04_000376.JPG,4190,4423,818,1050,4306.5,934.0,2
376,NYALE-04_000376.JPG,4589,4810,775,1006,4699.5,890.5,1
376,NYALE-04_000376.JPG,4021,4265,1262,1490,4143.0,1376.0,0
376,NYALE-04_000376.JPG,4303,4450,649,789,4376.5,719.0,3
376,NYALE-04_000376.JPG,4613,4770,1679,1860,4691.5,1769.5,4
382,NYALE-04_000382.JPG,3953,4225,1206,1458,4089.0,1332.0,0
382,NYALE-04_000382.JPG,4525,4788,697,959,4656.5,828.0,1
382,NYALE-04_000382.JPG,4248,4445,558,741,4346.5,649.5,3
382,NYALE-04_000382.JPG,4584,4794,1567,1782,4689.0,1674.5,4
382,NYALE-04_000382.JPG,4107,4393,745,996,4250.0,870.5,2
385,NYALE-04_000385.JPG,4032,4288,1176,1442,4160.0,1309.0,0
385,NYALE-04_000385.JPG,4278,4518,522,744,4398.0,633.0,3
385,NYALE-04_000385.JPG,4552,4808,662,922,4680.0,792.0,1
385,NYALE-04_000385.JPG,4176,4474,732,994,4325.0,863.0,2
385,NYALE-04_000385.JPG,4830,5010,4,156,4920.0,80.0,5
385,NYALE-04_000385.JPG,4554,4812,1260,1466,4683.0,1363.0,6
386,NYALE-04_000386.JPG,4580,4815,1266,1464,4697.5,1365.0,6
386,NYALE-04_000386.JPG,4855,5032,0,145,4943.5,72.5,5
386,NYALE-04_000386.JPG,4261,4508,499,702,4384.5,600.5,3
386,NYALE-04_000386.JPG,4024,4285,1152,1401,4154.5,1276.5,0
386,NYALE-04_000386.JPG,4582,4831,623,859,4706.5,741.0,7
386,NYALE-04_000386.JPG,4153,4446,723,957,4299.5,840.0,8
387,NYALE-04_000387.JPG,4144,4440,717,954,4292.0,835.5,8
387,NYALE-04_000387.JPG,4863,5049,0,143,4956.0,71.5,5
