frame,filename,x_min,x_max,y_min,y_max,x_c,y_c,objectID
39,NARS-13_000039.JPG,5968,6077,3124,3296,6022.5,3210.0,0
39,NARS-13_000039.JPG,5765,5988,870,1038,5876.5,954.0,1
40,NARS-13_000040.JPG,5968,6077,3124,3296,6022.5,3210.0,0
40,NARS-13_000040.JPG,5820,5992,900,1080,5906.0,990.0,1
43,NARS-13_000043.JPG,5966,6077,3136,3332,6021.5,3234.0,0
43,NARS-13_000043.JPG,5820,6019,879,1060,5919.5,969.5,1
43,NARS-13_000043.JPG,4967,5113,961,1101,5040.0,1031.0,2
45,NARS-13_000045.JPG,5756,5980,861,1051,5868.0,956.0,1
45,NARS-13_000045.JPG,4903,5032,943,1081,4967.5,1012.0,2
45,NARS-13_000045.JPG,5806,6026,3139,3326,5916.0,3232.5,0
47,NARS-13_000047.JPG,4953,5119,968,1113,5036.0,1040.5,2
47,NARS-13_000047.JPG,5855,6074,3153,3344,5964.5,3248.5,0
47,NARS-13_000047.JPG,5768,5997,921,1135,5882.5,1028.0,1
47,NARS-13_000047.JPG,5657,5798,2260,2395,5727.5,2327.5,3
47,NARS-13_000047.JPG,5413,5561,2565,2714,5487.0,2639.5,4
47,NARS-13_000047.JPG,1013,1180,747,875,1096.5,811.0,5
49,NARS-13_000049.JPG,5783,6012,867,1081,5897.5,974.0,1
49,NARS-13_000049.JPG,5657,5798,2251,2386,5727.5,2318.5,3
49,NARS-13_000049.JPG,5410,5558,2556,2705,5484.0,2630.5,4
49,NARS-13_000049.JPG,995,1162,732,860,1078.5,796.0,5
49,NARS-13_000049.JPG,4956,5122,962,1107,5039.0,1034.5,2
49,NARS-13_000049.JPG,5855,6074,3153,3344,5964.5,3248.5,0
50,NARS-13_000050.JPG,5639,5780,2245,2380,5709.5,2312.5,3
50,NARS-13_000050.JPG,986,1153,729,857,1069.5,793.0,5
50,NARS-13_000050.JPG,4954,5119,918,1094,5036.5,1006.0,2
50,NARS-13_000050.JPG,5748,5994,901,1115,5871.0,1008.0,1
50,NARS-13_000050.JPG,5820,6074,3154,3359,5947.0,3256.5,0
50,NARS-13_000050.JPG,5323,5479,2530,2692,5401.0,2611.0,4
58,NARS-13_000058.JPG,956,1169,707,877,1062.5,792.0,5
58,NARS-13_000058.JPG,5448,5627,2575,2758,5537.5,2666.5,4
58,NARS-13_000058.JPG,5041,5269,920,1130,5155.0,1025.0,2
58,NARS-13_000058.JPG,5776,5958,2269,2447,5867.0,2358.0,3
58,NARS-13_000058.JPG,1221,1385,1444,1607,1303.0,1525.5,6
58,NARS-13_000058.JPG,5781,5960,2717,2870,5870.5,2793.5,7
64,NARS-13_000064.JPG,1216,1393,1430,1602,1304.5,1516.0,6
64,NARS-13_000064.JPG,5399,5557,2567,2745,5478.0,2656.0,4
64,NARS-13_000064.JPG,950,1152,705,875,1051.0,790.0,5
64,NARS-13_000064.JPG,5691,5856,2226,2387,5773.5,2306.5,3
64,NARS-13_000064.JPG,5821,6078,3133,3340,5949.5,3236.5,0
64,NARS-13_000064.JPG,5802,6078,861,1169,5940.0,1015.0,1
64,NARS-13_000064.JPG,5729,5886,2709,2864,5807.5,2786.5,7
64,NARS-13_000064.JPG,5008,5242,881,1100,5125.0,990.5,2
65,NARS-13_000065.JPG,1216,1393,1430,1602,1304.5,1516.0,6
65,NARS-13_000065.JPG,944,1146,678,848,1045.0,763.0,5
65,NARS-13_000065.JPG,5728,6049,777,1086,5888.5,931.5,1
65,NARS-13_000065.JPG,4936,5170,842,1061,5053.0,951.5,2
65,NARS-13_000065.JPG,5312,5497,2548,2747,5404.5,2647.5,4
65,NARS-13_000065.JPG,5610,5775,2206,2367,5692.5,2286.5,3
65,NARS-13_000065.JPG,5671,5828,2669,2824,5749.5,2746.5,7
65,NARS-13_000065.JPG,5705,5991,2989,3324,5848.0,3156.5,0
67,NARS-13_000067.JPG,1216,1393,1430,1602,1304.5,1516.0,6
67,NARS-13_000067.JPG,5653,5832,2230,2392,5742.5,2311.0,3
67,NARS-13_000067.JPG,944,1146,678,848,1045.0,763.0,5
67,NARS-13_000067.JPG,5324,5509,2545,2744,5416.5,2644.5,4
67,NARS-13_000067.JPG,5680,5837,2678,2833,5758.5,2755.5,7
67,NARS-13_000067.JPG,4873,5107,830,1049,4990.0,939.5,2
67,NARS-13_000067.JPG,5629,5950,835,1164,5789.5,999.5,1
67,NARS-13_000067.JPG,5719,5988,3036,3365,5853.5,3200.5,0
68,NARS-13_000068.JPG,1213,1390,1433,1605,1301.5,1519.0,6
68,NARS-13_000068.JPG,5713,5878,2669,2837,5795.5,2753.0,7
68,NARS-13_000068.JPG,5384,5578,2536,2753,5481.0,2644.5,4
68,NARS-13_000068.JPG,5644,5835,2210,2380,5739.5,2295.0,3
68,NARS-13_000068.JPG,944,1146,659,850,1045.0,754.5,5
68,NARS-13_000068.JPG,5748,6069,3059,3371,5908.5,3215.0,0
68,NARS-13_000068.JPG,4927,5190,814,1034,5058.5,924.0,2
68,NARS-13_000068.JPG,5725,6046,693,1022,5885.5,857.5,1
71,NARS-13_000071.JPG,5788,6078,3093,3361,5933.0,3227.0,0
71,NARS-13_000071.JPG,4898,5218,828,1112,5058.0,970.0,2
71,NARS-13_000071.JPG,927,1141,663,916,1034.0,789.5,5
71,NARS-13_000071.JPG,1184,1360,1425,1623,1272.0,1524.0,6
71,NARS-13_000071.JPG,5601,5816,2223,2414,5708.5,2318.5,3
71,NARS-13_000071.JPG,5673,5980,788,1139,5826.5,963.5,1
71,NARS-13_000071.JPG,5653,5822,2732,2895,5737.5,2813.5,7
71,NARS-13_000071.JPG,5268,5453,2561,2782,5360.5,2671.5,4
71,NARS-13_000071.JPG,5966,6077,2529,2669,6021.5,2599.0,8
71,NARS-13_000071.JPG,269,478,0,89,373.5,44.5,9
72,NARS-13_000072.JPG,5788,6077,3065,3363,5932.5,3214.0,0
72,NARS-13_000072.JPG,5967,6077,2530,2712,6022.0,2621.0,8
72,NARS-13_000072.JPG,1176,1370,1421,1641,1273.0,1531.0,6
72,NARS-13_000072.JPG,930,1155,624,878,1042.5,751.0,5
72,NARS-13_000072.JPG,5687,5866,2643,2825,5776.5,2734.0,7
