NARS-13_000197.JPG,946,544,1109,833,Flower_06
NARS-13_000197.JPG,1066,1386,1302,1704,Flower_08
NARS-13_000197.JPG,1537,959,1773,1277,Flower_85
NARS-13_000197.JPG,3285,1399,3650,1726,Flower_25
NARS-13_000197.JPG,3276,1952,3597,2266,Flower_23
NARS-13_000197.JPG,2955,2153,3238,2546,Flower_13
NARS-13_000197.JPG,2695,2325,3027,2585,Flower_26
NARS-13_000197.JPG,3056,2484,3304,2802,Flower_12
NARS-13_000197.JPG,5829,3002,6074,3367,Flower_01
NARS-13_000197.JPG,5606,1462,5950,1762,Flower_17
NARS-13_000197.JPG,4558,899,4894,1213,Flower_29
NARS-13_000197.JPG,4420,1286,4766,1632,Flower_30
NARS-13_000197.JPG,5461,902,5876,1295,Flower_14
NARS-13_000197.JPG,4917,2109,5257,2483,Flower_27
NARS-13_000197.JPG,4439,2276,4722,2572,Flower_31
NARS-13_000197.JPG,5008,2405,5304,2726,Flower_21
NARS-13_000197.JPG,4845,2606,5141,2924,Flower_22
NARS-13_000197.JPG,5159,2930,5442,3238,Flower_11
NARS-13_000197.JPG,4329,3093,4684,3354,Flower_24
NARS-13_000197.JPG,3603,3144,3858,3414,Flower_50
NARS-13_000197.JPG,4703,1195,5027,1541,Flower_33
NARS-13_000197.JPG,2330,1427,2717,1807,Flower_32
NARS-13_000197.JPG,5115,1786,5483,2132,Flower_37
NARS-13_000197.JPG,5775,2168,6045,2451,Flower_04
NARS-13_000197.JPG,5244,1550,5602,1893,Flower_34
NARS-13_000197.JPG,5612,2163,5886,2452,Flower_38
NARS-13_000197.JPG,4725,3087,4929,3320,Flower_51
NARS-13_000197.JPG,1364,198,1600,522,Flower_44
NARS-13_000197.JPG,1550,79,1820,419,Flower_40
NARS-13_000197.JPG,666,2364,930,2612,Flower_41
NARS-13_000197.JPG,430,2016,650,2339,Flower_36
NARS-13_000197.JPG,3901,2113,4225,2390,Flower_43
NARS-13_000197.JPG,4977,127,5350,390,Flower_42
NARS-13_000197.JPG,3907,3345,4171,3414,Flower_20
NARS-13_000197.JPG,5322,2531,5580,2754,Flower_05
NARS-13_000197.JPG,2256,1502,2470,1823,Flower_47
NARS-13_000197.JPG,578,1911,792,2244,Flower_46
NARS-13_000197.JPG,3354,1720,3621,1971,Flower_69
NARS-13_000197.JPG,990,2603,1264,2870,Flower_45
NARS-13_000197.JPG,2798,163,3062,377,Flower_49
NARS-13_000197.JPG,1512,1748,1653,1999,Flower_48
NARS-13_000197.JPG,4486,1516,4662,1658,Flower_53
NARS-13_000197.JPG,3810,3018,4011,3364,Flower_19
NARS-13_000197.JPG,4247,2807,4577,3150,Flower_35
NARS-13_000197.JPG,5118,3275,5351,3413,Flower_54
NARS-13_000197.JPG,5627,2663,5929,2981,Flower_07
NARS-13_000197.JPG,5832,2415,6078,2811,Flower_10
NARS-13_000197.JPG,2477,2534,2609,2701,Flower_55
NARS-13_000197.JPG,666,119,889,462,Flower_18
NARS-13_000197.JPG,2537,7,2855,347,Flower_15
NARS-13_000197.JPG,1289,550,1553,918,Flower_16
NARS-13_000197.JPG,1893,594,2170,984,Flower_28
NARS-13_000197.JPG,4367,0,4575,95,Flower_52
