filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2019_NYAA_NYALE-04_000356.JPG.JPG,5905197,"{}",1,0,"{""name"":""rect"",""x"":3995,""y"":1297,""width"":134,""height"":111}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000361.JPG.JPG,5770419,"{}",1,0,"{""name"":""rect"",""x"":4032,""y"":1206,""width"":177,""height"":148}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000362.JPG.JPG,5605982,"{}",3,0,"{""name"":""rect"",""x"":4559,""y"":786,""width"":145,""height"":138}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000362.JPG.JPG,5605982,"{}",3,1,"{""name"":""rect"",""x"":4226,""y"":894,""width"":131,""height"":136}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000362.JPG.JPG,5605982,"{}",3,2,"{""name"":""rect"",""x"":4035,""y"":1227,""width"":176,""height"":149}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000363.JPG.JPG,5924852,"{}",3,0,"{""name"":""rect"",""x"":4601,""y"":792,""width"":158,""height"":148}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000363.JPG.JPG,5924852,"{}",3,1,"{""name"":""rect"",""x"":4240,""y"":909,""width"":153,""height"":144}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000363.JPG.JPG,5924852,"{}",3,2,"{""name"":""rect"",""x"":4028,""y"":1248,""width"":194,""height"":156}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000364.JPG.JPG,5866797,"{}",3,0,"{""name"":""rect"",""x"":4220,""y"":877,""width"":172,""height"":155}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000364.JPG.JPG,5866797,"{}",3,1,"{""name"":""rect"",""x"":4582,""y"":758,""width"":162,""height"":157}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000364.JPG.JPG,5866797,"{}",3,2,"{""name"":""rect"",""x"":4018,""y"":1237,""width"":204,""height"":173}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000365.JPG.JPG,5827254,"{}",3,0,"{""name"":""rect"",""x"":4550,""y"":800,""width"":174,""height"":167}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000365.JPG.JPG,5827254,"{}",3,1,"{""name"":""rect"",""x"":4196,""y"":898,""width"":177,""height"":169}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000365.JPG.JPG,5827254,"{}",3,2,"{""name"":""rect"",""x"":4031,""y"":1248,""width"":209,""height"":187}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000367.JPG.JPG,5722297,"{}",3,0,"{""name"":""rect"",""x"":4544,""y"":808,""width"":190,""height"":190}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000367.JPG.JPG,5722297,"{}",3,1,"{""name"":""rect"",""x"":4141,""y"":882,""width"":187,""height"":184}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000367.JPG.JPG,5722297,"{}",3,2,"{""name"":""rect"",""x"":3989,""y"":1269,""width"":223,""height"":200}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000368.JPG.JPG,5739456,"{}",3,0,"{""name"":""rect"",""x"":3978,""y"":1283,""width"":239,""height"":197}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000368.JPG.JPG,5739456,"{}",3,1,"{""name"":""rect"",""x"":4137,""y"":859,""width"":201,""height"":197}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000368.JPG.JPG,5739456,"{}",3,2,"{""name"":""rect"",""x"":4556,""y"":780,""width"":197,""height"":205}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000369.JPG.JPG,5778048,"{}",3,0,"{""name"":""rect"",""x"":4169,""y"":853,""width"":197,""height"":191}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000369.JPG.JPG,5778048,"{}",3,1,"{""name"":""rect"",""x"":4587,""y"":791,""width"":197,""height"":195}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000369.JPG.JPG,5778048,"{}",3,2,"{""name"":""rect"",""x"":4025,""y"":1259,""width"":218,""height"":200}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000370.JPG.JPG,5680794,"{}",3,0,"{""name"":""rect"",""x"":4594,""y"":810,""width"":202,""height"":198}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000370.JPG.JPG,5680794,"{}",3,1,"{""name"":""rect"",""x"":4199,""y"":855,""width"":202,""height"":199}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000370.JPG.JPG,5680794,"{}",3,2,"{""name"":""rect"",""x"":4048,""y"":1249,""width"":218,""height"":204}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000376.JPG.JPG,5646933,"{}",5,0,"{""name"":""rect"",""x"":4303,""y"":649,""width"":147,""height"":140}","{""object"":""Flower_04""}"
2019_NYAA_NYALE-04_000376.JPG.JPG,5646933,"{}",5,1,"{""name"":""rect"",""x"":4589,""y"":775,""width"":221,""height"":231}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000376.JPG.JPG,5646933,"{}",5,2,"{""name"":""rect"",""x"":4190,""y"":818,""width"":233,""height"":232}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000376.JPG.JPG,5646933,"{}",5,3,"{""name"":""rect"",""x"":4021,""y"":1262,""width"":244,""height"":228}","{""object"":""Flower_01""}"
2019_NYAA_NYALE-04_000376.JPG.JPG,5646933,"{}",5,4,"{""name"":""rect"",""x"":4613,""y"":1679,""width"":157,""height"":181}","{""object"":""Flower_05""}"
2019_NYAA_NYALE-04_000382.JPG.JPG,5688707,"{}",5,0,"{""name"":""rect"",""x"":4525,""y"":697,""width"":263,""height"":262}","{""object"":""Flower_03""}"
2019_NYAA_NYALE-04_000382.JPG.JPG,5688707,"{}",5,1,"{""name"":""rect"",""x"":4248,""y"":558,""width"":197,""height"":183}","{""object"":""Flower_04""}"
2019_NYAA_NYALE-04_000382.JPG.JPG,5688707,"{}",5,2,"{""name"":""rect"",""x"":4107,""y"":745,""width"":286,""height"":251}","{""object"":""Flower_02""}"
2019_NYAA_NYALE-04_000382.JPG.JPG,5688707,"{}",5,3,"{""name"":""rect"",""x"":3953,""y"":1206,""width"":272,""height"":252}","{""object"":""Flower_01""}"
