filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2019_NARS_NARS-17_000001.JPG.JPG,5844987,"{}",1,0,"{""name"":""rect"",""x"":426,""y"":1717,""width"":249,""height"":198}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000002.JPG.JPG,5880363,"{}",2,0,"{""name"":""rect"",""x"":346,""y"":1739,""width"":263,""height"":208}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000002.JPG.JPG,5880363,"{}",2,1,"{""name"":""rect"",""x"":616,""y"":1020,""width"":127,""height"":121}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000007.JPG.JPG,5850232,"{}",3,0,"{""name"":""rect"",""x"":607,""y"":1012,""width"":135,""height"":122}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000007.JPG.JPG,5850232,"{}",3,1,"{""name"":""rect"",""x"":347,""y"":1794,""width"":309,""height"":225}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000007.JPG.JPG,5850232,"{}",3,2,"{""name"":""rect"",""x"":3997,""y"":1295,""width"":152,""height"":138}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000014.JPG.JPG,5473884,"{}",3,0,"{""name"":""rect"",""x"":594,""y"":994,""width"":154,""height"":141}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000014.JPG.JPG,5473884,"{}",3,1,"{""name"":""rect"",""x"":317,""y"":1802,""width"":333,""height"":227}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000014.JPG.JPG,5473884,"{}",3,2,"{""name"":""rect"",""x"":3981,""y"":1292,""width"":167,""height"":149}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000015.JPG.JPG,5892626,"{}",3,0,"{""name"":""rect"",""x"":591,""y"":998,""width"":140,""height"":132}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000015.JPG.JPG,5892626,"{}",3,1,"{""name"":""rect"",""x"":317,""y"":1800,""width"":318,""height"":228}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000015.JPG.JPG,5892626,"{}",3,2,"{""name"":""rect"",""x"":3979,""y"":1297,""width"":162,""height"":139}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000020.JPG.JPG,5878702,"{}",3,0,"{""name"":""rect"",""x"":559,""y"":997,""width"":177,""height"":143}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000020.JPG.JPG,5878702,"{}",3,1,"{""name"":""rect"",""x"":197,""y"":1733,""width"":333,""height"":283}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000020.JPG.JPG,5878702,"{}",3,2,"{""name"":""rect"",""x"":3968,""y"":1234,""width"":168,""height"":177}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000024.JPG.JPG,5860502,"{}",3,0,"{""name"":""rect"",""x"":559,""y"":985,""width"":224,""height"":185}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000024.JPG.JPG,5860502,"{}",3,1,"{""name"":""rect"",""x"":472,""y"":1793,""width"":319,""height"":260}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000024.JPG.JPG,5860502,"{}",3,2,"{""name"":""rect"",""x"":4056,""y"":1251,""width"":215,""height"":240}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000026.JPG.JPG,5860010,"{}",4,0,"{""name"":""rect"",""x"":542,""y"":1001,""width"":258,""height"":200}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000026.JPG.JPG,5860010,"{}",4,1,"{""name"":""rect"",""x"":433,""y"":1806,""width"":356,""height"":260}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000026.JPG.JPG,5860010,"{}",4,2,"{""name"":""rect"",""x"":4056,""y"":1211,""width"":228,""height"":293}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000026.JPG.JPG,5860010,"{}",4,3,"{""name"":""rect"",""x"":5167,""y"":2617,""width"":157,""height"":161}","{""object"":""Flower_04""}"
2019_NARS_NARS-17_000029.JPG.JPG,5932618,"{}",5,0,"{""name"":""rect"",""x"":2701,""y"":509,""width"":148,""height"":129}","{""object"":""Flower_05""}"
2019_NARS_NARS-17_000029.JPG.JPG,5932618,"{}",5,1,"{""name"":""rect"",""x"":5163,""y"":2635,""width"":189,""height"":158}","{""object"":""Flower_04""}"
2019_NARS_NARS-17_000029.JPG.JPG,5932618,"{}",5,2,"{""name"":""rect"",""x"":4059,""y"":1229,""width"":234,""height"":306}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000029.JPG.JPG,5932618,"{}",5,3,"{""name"":""rect"",""x"":525,""y"":979,""width"":290,""height"":219}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000029.JPG.JPG,5932618,"{}",5,4,"{""name"":""rect"",""x"":358,""y"":1825,""width"":409,""height"":255}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000041.JPG.JPG,5785382,"{}",5,0,"{""name"":""rect"",""x"":507,""y"":969,""width"":309,""height"":255}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000041.JPG.JPG,5785382,"{}",5,1,"{""name"":""rect"",""x"":350,""y"":1859,""width"":439,""height"":247}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000041.JPG.JPG,5785382,"{}",5,2,"{""name"":""rect"",""x"":5166,""y"":2634,""width"":200,""height"":168}","{""object"":""Flower_04""}"
2019_NARS_NARS-17_000041.JPG.JPG,5785382,"{}",5,3,"{""name"":""rect"",""x"":4026,""y"":1235,""width"":270,""height"":329}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000041.JPG.JPG,5785382,"{}",5,4,"{""name"":""rect"",""x"":2703,""y"":513,""width"":137,""height"":129}","{""object"":""Flower_05""}"
2019_NARS_NARS-17_000042.JPG.JPG,5796835,"{}",5,0,"{""name"":""rect"",""x"":505,""y"":975,""width"":306,""height"":250}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000042.JPG.JPG,5796835,"{}",5,1,"{""name"":""rect"",""x"":423,""y"":1873,""width"":399,""height"":234}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000042.JPG.JPG,5796835,"{}",5,2,"{""name"":""rect"",""x"":2685,""y"":516,""width"":157,""height"":132}","{""object"":""Flower_05""}"
2019_NARS_NARS-17_000042.JPG.JPG,5796835,"{}",5,3,"{""name"":""rect"",""x"":4112,""y"":1242,""width"":212,""height"":327}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000042.JPG.JPG,5796835,"{}",5,4,"{""name"":""rect"",""x"":5171,""y"":2638,""width"":198,""height"":167}","{""object"":""Flower_04""}"
2019_NARS_NARS-17_000043.JPG.JPG,5889500,"{}",5,0,"{""name"":""rect"",""x"":498,""y"":968,""width"":311,""height"":264}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000043.JPG.JPG,5889500,"{}",5,1,"{""name"":""rect"",""x"":369,""y"":1872,""width"":433,""height"":248}","{""object"":""Flower_01""}"
2019_NARS_NARS-17_000043.JPG.JPG,5889500,"{}",5,2,"{""name"":""rect"",""x"":2679,""y"":509,""width"":185,""height"":149}","{""object"":""Flower_05""}"
2019_NARS_NARS-17_000043.JPG.JPG,5889500,"{}",5,3,"{""name"":""rect"",""x"":4105,""y"":1223,""width"":224,""height"":337}","{""object"":""Flower_03""}"
2019_NARS_NARS-17_000043.JPG.JPG,5889500,"{}",5,4,"{""name"":""rect"",""x"":5181,""y"":2625,""width"":194,""height"":189}","{""object"":""Flower_04""}"
2019_NARS_NARS-17_000045.JPG.JPG,5741319,"{}",6,0,"{""name"":""rect"",""x"":496,""y"":959,""width"":299,""height"":261}","{""object"":""Flower_02""}"
2019_NARS_NARS-17_000045.JPG.JPG,5741319,"{}",6,1,"{""name"":""rect"",""x"":1306,""y"":1113,""width"":165,""height"":156}","{""object"":""Flower_06""}"
2019_NARS_NARS-17_000045.JPG.JPG,5741319,"{}",6,2,"{""name"":""rect"",""x"":2679,""y"":501,""width"":177,""height"":163}","{""object"":""Flower_05""}"
