C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000356.JPG.JPG,3995,1297,4129,1408,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000361.JPG.JPG,4032,1206,4209,1354,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000362.JPG.JPG,4559,786,4704,924,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000362.JPG.JPG,4226,894,4357,1030,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000362.JPG.JPG,4035,1227,4211,1376,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000363.JPG.JPG,4601,792,4759,940,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000363.JPG.JPG,4240,909,4393,1053,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000363.JPG.JPG,4028,1248,4222,1404,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000364.JPG.JPG,4220,877,4392,1032,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000364.JPG.JPG,4582,758,4744,915,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000364.JPG.JPG,4018,1237,4222,1410,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000365.JPG.JPG,4550,800,4724,967,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000365.JPG.JPG,4196,898,4373,1067,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000365.JPG.JPG,4031,1248,4240,1435,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000367.JPG.JPG,4544,808,4734,998,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000367.JPG.JPG,4141,882,4328,1066,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000367.JPG.JPG,3989,1269,4212,1469,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000368.JPG.JPG,3978,1283,4217,1480,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000368.JPG.JPG,4137,859,4338,1056,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000368.JPG.JPG,4556,780,4753,985,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000369.JPG.JPG,4169,853,4366,1044,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000369.JPG.JPG,4587,791,4784,986,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000369.JPG.JPG,4025,1259,4243,1459,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000370.JPG.JPG,4594,810,4796,1008,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000370.JPG.JPG,4199,855,4401,1054,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000370.JPG.JPG,4048,1249,4266,1453,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000376.JPG.JPG,4303,649,4450,789,Flower_04
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000376.JPG.JPG,4589,775,4810,1006,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000376.JPG.JPG,4190,818,4423,1050,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000376.JPG.JPG,4021,1262,4265,1490,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000376.JPG.JPG,4613,1679,4770,1860,Flower_05
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000382.JPG.JPG,4525,697,4788,959,Flower_03
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000382.JPG.JPG,4248,558,4445,741,Flower_04
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000382.JPG.JPG,4107,745,4393,996,Flower_02
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000382.JPG.JPG,3953,1206,4225,1458,Flower_01
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000382.JPG.JPG,4584,1567,4794,1782,Flower_05
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000385.JPG.JPG,4830,4,5010,156,Flower_06
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000385.JPG.JPG,4278,522,4518,744,Flower_04
C:\Users\au309263\Desktop\NYAA-04_VIA\2019_NYAA_NYALE-04_000385.JPG.JPG,4176,732,4474,994,Flower_02
