C:\Users\au309263\Desktop\NARS_13\NARS-13_000039.JPG,5968,3124,6077,3296,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000039.JPG,5765,870,5988,1038,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000040.JPG,5820,900,5992,1080,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000040.JPG,5968,3124,6077,3296,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000043.JPG,5820,879,6019,1060,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000043.JPG,5966,3136,6077,3332,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000043.JPG,4967,961,5113,1101,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000045.JPG,4903,943,5032,1081,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000045.JPG,5756,861,5980,1051,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000045.JPG,5806,3139,6026,3326,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,4953,968,5119,1113,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,5768,921,5997,1135,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,5657,2260,5798,2395,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,5413,2565,5561,2714,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,5855,3153,6074,3344,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000047.JPG,1013,747,1180,875,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,4956,962,5122,1107,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,5783,867,6012,1081,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,5657,2251,5798,2386,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,5410,2556,5558,2705,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,995,732,1162,860,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000049.JPG,5855,3153,6074,3344,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,4954,918,5119,1094,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,5748,901,5994,1115,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,5639,2245,5780,2380,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,5323,2530,5479,2692,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,986,729,1153,857,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000050.JPG,5820,3154,6074,3359,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,956,707,1169,877,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,1221,1444,1385,1607,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,5041,920,5269,1130,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,5448,2575,5627,2758,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,5781,2717,5960,2870,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000058.JPG,5776,2269,5958,2447,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,950,705,1152,875,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,1216,1430,1393,1602,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5008,881,5242,1100,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5802,861,6078,1169,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5691,2226,5856,2387,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5729,2709,5886,2864,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5399,2567,5557,2745,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000064.JPG,5821,3133,6078,3340,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,944,678,1146,848,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,1216,1430,1393,1602,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,4936,842,5170,1061,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,5728,777,6049,1086,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,5610,2206,5775,2367,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,5671,2669,5828,2824,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,5312,2548,5497,2747,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000065.JPG,5705,2989,5991,3324,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,944,678,1146,848,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,1216,1430,1393,1602,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,4873,830,5107,1049,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,5629,835,5950,1164,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,5653,2230,5832,2392,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,5680,2678,5837,2833,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,5324,2545,5509,2744,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000067.JPG,5719,3036,5988,3365,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,944,659,1146,850,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,1213,1433,1390,1605,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,4927,814,5190,1034,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,5725,693,6046,1022,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,5644,2210,5835,2380,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,5713,2669,5878,2837,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,5384,2536,5578,2753,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000068.JPG,5748,3059,6069,3371,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,927,663,1141,916,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,1184,1425,1360,1623,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5268,2561,5453,2782,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,4898,828,5218,1112,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5673,788,5980,1139,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5601,2223,5816,2414,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5653,2732,5822,2895,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5966,2529,6077,2669,Flower_10
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,5788,3093,6078,3361,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000071.JPG,269,0,478,89,Flower_09
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,930,624,1155,878,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,1176,1421,1370,1641,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5268,2556,5488,2778,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,4862,810,5182,1094,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5673,731,6008,1083,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5580,2192,5811,2394,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5687,2643,5866,2825,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5967,2530,6077,2712,Flower_10
C:\Users\au309263\Desktop\NARS_13\NARS-13_000072.JPG,5788,3065,6077,3363,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,942,656,1167,922,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,1173,1421,1367,1643,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5381,2530,5615,2781,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,4868,816,5188,1100,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5724,650,6059,1002,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5650,2212,5896,2440,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5725,2634,5933,2842,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5979,2585,6074,2770,Flower_10
C:\Users\au309263\Desktop\NARS_13\NARS-13_000073.JPG,5794,3021,6077,3347,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,938,662,1161,933,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,1163,1415,1357,1644,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,4959,846,5270,1166,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5716,795,6043,1158,Flower_02
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5635,2241,5906,2466,Flower_04
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5980,2551,6079,2700,Flower_10
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5387,2521,5616,2775,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5707,2755,5911,2962,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000074.JPG,5836,3067,6079,3332,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,302,4,579,150,Flower_09
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,898,589,1091,874,Flower_06
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,1133,1403,1344,1652,Flower_08
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,5004,825,5290,1143,Flower_03
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,5244,2571,5476,2809,Flower_05
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,5845,3125,6080,3347,Flower_01
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,5672,2721,5872,2933,Flower_07
C:\Users\au309263\Desktop\NARS_13\NARS-13_000075.JPG,5920,2544,6079,2716,Flower_10
