object,frame,x_c,y_c
0,0,178,112
0,1,179,111
0,2,177,110
0,3,176,111
0,4,174,113
0,5,173,112
0,6,172,112
0,7,173,111
0,8,171,111
0,9,171,110
0,10,174,111
0,11,175,112
0,12,175,110
0,13,177,109
0,14,179,110
0,15,179,112
0,16,181,110
0,17,184,111
0,18,184,115
0,19,182,114
0,20,178,114
0,21,179,115
0,22,182,113
0,23,178,113
0,24,180,112
0,25,182,111
0,26,180,112
0,27,182,112
0,28,180,112
0,29,181,109
0,30,183,111
0,31,180,113
0,32,180,113
0,33,176,115
0,34,177,117
0,35,177,116
0,36,176,117
0,37,177,117
0,38,174,115
0,39,176,116
0,40,175,116
0,41,175,117
0,42,173,117
0,43,174,116
0,44,174,115
0,45,171,115
0,46,170,111
0,47,171,112
0,48,173,108
0,49,175,108
0,50,175,108
0,51,175,109
0,52,175,111
0,53,174,112
0,54,175,113
0,55,175,114
0,56,178,113
0,57,179,114
0,58,177,116
0,59,176,116
0,60,177,116
0,61,175,117
0,62,176,117
0,63,172,115
0,64,170,115
0,65,168,112
0,66,166,112
0,67,166,116
0,68,165,116
0,69,167,118
0,70,166,116
0,71,166,117
0,72,166,115
0,73,167,115
0,74,166,115
0,75,167,114
0,76,167,113
0,77,165,114
0,78,164,111
0,79,164,107
0,80,166,108
0,81,166,103
0,82,165,103
0,83,163,105
0,84,164,104
0,85,163,105
0,86,162,102
0,87,165,102
0,88,165,100
0,89,166,100
0,90,165,101
0,91,167,101
0,92,172,101
0,93,171,101
0,94,172,102
0,95,171,103
0,96,169,103
0,97,169,102
0,98,168,101
0,99,168,101
0,100,167,100
0,101,168,100
0,102,172,100
0,103,173,98
0,104,171,98
0,105,171,97
0,106,170,94
0,107,170,95
0,108,172,93
0,109,173,92
0,110,174,91
0,111,172,90
0,112,171,92
0,113,170,95
0,114,171,95
0,115,167,95
0,116,165,92
0,117,161,91
0,118,161,92
0,119,163,96
0,120,161,94
0,121,158,94
0,122,156,95
0,123,157,95
0,124,155,95
0,125,158,95
0,126,156,95
0,127,155,96
0,128,156,99
0,129,160,99
0,130,160,99
0,131,159,100
0,132,161,99
0,133,158,99
0,134,160,97
0,135,160,99
0,136,160,100
0,137,160,102
0,138,163,102
0,139,164,104
0,140,163,106
0,141,164,109
0,142,164,107
0,143,163,110
0,144,163,108
0,145,166,110
0,146,166,108
0,147,165,108
0,148,166,107
0,149,171,106
0,150,171,106
0,151,172,108
0,152,172,109
0,153,171,109
0,154,171,107
0,155,176,106
0,156,178,107
0,157,179,107
0,158,178,108
0,159,178,106
0,160,177,104
0,161,177,104
0,162,177,103
0,163,176,103
0,164,177,99
0,165,179,98
0,166,178,96
0,167,177,99
0,168,179,101
0,169,179,102
0,170,180,104
0,171,182,108
0,172,183,107
0,173,184,107
0,174,185,107
0,175,187,109
0,176,187,109
0,177,188,111
0,178,189,111
0,179,190,110
0,180,192,111
0,181,189,110
0,182,190,110
0,183,191,109
0,184,188,109
0,185,188,110
0,186,190,108
0,187,192,108
0,188,194,108
0,189,192,107
0,190,191,105
0,191,191,105
0,192,189,106
0,193,189,106
0,194,188,108
0,195,185,107
0,196,184,108
0,197,181,109
0,198,181,108
0,199,182,108
0,200,179,110
0,201,178,108
0,202,176,108
0,203,173,106
0,204,174,108
0,205,172,108
0,206,171,109
0,207,170,106
0,208,169,106
0,209,168,106
0,210,168,105
0,211,167,106
0,212,168,106
0,213,165,106
0,214,165,107
0,215,165,107
0,216,165,107
0,217,165,107
0,218,165,109
0,219,164,109
0,220,164,108
0,221,168,110
0,222,168,109
0,223,171,110
0,224,170,108
0,225,170,108
0,226,170,109
0,227,171,110
0,228,173,112
0,229,172,113
0,230,173,115
0,231,173,112
0,232,172,109
0,233,171,111
0,234,173,113
0,235,175,114
0,236,176,113
0,237,177,113
0,238,175,115
0,239,177,114
0,240,179,116
0,241,180,113
0,242,176,114
0,243,176,113
0,244,172,112
0,245,171,110
0,246,172,108
0,247,172,111
0,248,174,112
0,249,173,113
0,250,171,112
0,251,172,111
0,252,170,110
0,253,169,111
0,254,169,111
0,255,168,110
0,256,166,113
0,257,166,115
0,258,165,113
0,259,164,111
0,260,162,112
0,261,160,110
0,262,158,109
0,263,156,111
0,264,157,111
0,265,153,114
0,266,153,112
0,267,150,112
0,268,152,114
0,269,152,114
0,270,153,114
0,271,152,112
0,272,153,112
0,273,153,112
0,274,152,112
0,275,150,108
0,276,150,107
0,277,149,108
0,278,151,108
0,279,151,109
0,280,151,107
0,281,150,107
0,282,149,108
0,283,149,109
0,284,148,110
0,285,150,110
0,286,151,110
0,287,150,108
0,288,151,106
0,289,151,107
0,290,150,109
0,291,153,110
0,292,152,110
0,293,153,110
0,294,153,111
0,295,154,111
0,296,155,111
0,297,156,113
0,298,157,112
0,299,157,114
0,300,157,116
0,301,158,114
0,302,158,114
0,303,158,113
0,304,159,112
0,305,160,111
0,306,158,114
0,307,157,116
0,308,157,117
0,309,157,116
0,310,156,115
0,311,154,115
0,312,152,120
0,313,153,120
0,314,150,120
0,315,148,119
0,316,146,118
0,317,145,118
0,318,143,117
0,319,146,116
0,320,148,117
0,321,148,117
0,322,149,115
0,323,149,113
0,324,149,110
0,325,151,109
0,326,151,111
0,327,152,110
0,328,153,112
0,329,154,110
0,330,156,108
0,331,155,107
0,332,156,107
0,333,158,109
0,334,155,106
0,335,155,108
0,336,156,109
0,337,158,109
0,338,157,109
0,339,160,109
0,340,157,108
0,341,157,108
0,342,159,107
0,343,159,110
0,344,160,108
0,345,158,108
0,346,159,109
0,347,159,107
0,348,158,107
0,349,157,109
0,350,154,106
0,351,152,107
0,352,154,107
0,353,156,107
0,354,154,106
0,355,154,105
0,356,153,107
0,357,153,110
0,358,151,111
0,359,149,113
0,360,147,114
0,361,146,115
0,362,144,113
0,363,146,115
0,364,145,114
0,365,146,113
0,366,145,114
0,367,146,113
0,368,146,112
0,369,145,113
