object,frame,x_c,y_c
0,0,178,112
0,1,174,111
0,2,178,114
0,3,183,111
0,4,175,116
0,5,175,108
0,6,177,116
0,7,166,116
0,8,166,108
0,9,165,101
0,10,167,100
0,11,174,91
0,12,161,94
0,13,160,99
0,14,163,106
0,15,171,106
0,16,177,104
0,17,180,104
0,18,192,111
0,19,191,105
0,20,179,110
0,21,168,105
0,22,164,108
0,23,173,115
0,24,179,116
0,25,171,112
0,26,162,112
0,27,153,114
0,28,151,107
0,29,150,109
0,30,157,116
0,31,156,115
0,32,148,117
0,33,156,108
0,34,157,108
0,35,154,106
0,36,147,114
0,37,147,112
0,38,147,110
0,39,151,109
0,40,152,109
0,41,152,107
0,42,147,103
0,43,149,103
0,44,154,110
0,45,160,108
0,46,163,111
0,47,165,110
0,48,169,117
0,49,169,120
0,50,179,115
0,51,171,108
0,52,171,102
0,53,168,108
0,54,167,111
0,55,170,112
0,56,170,115
0,57,166,117
0,58,157,113
0,59,164,122
0,60,165,123
0,61,161,120
0,62,161,109
0,63,165,110
0,64,168,105
0,65,170,103
0,66,176,96
0,67,187,102
0,68,180,106
0,69,177,116
0,70,174,119
0,71,166,119
0,72,169,117
0,73,168,114
0,74,163,121
0,75,167,115
0,76,169,114
0,77,165,111
0,78,169,111
0,79,165,116
0,80,166,120
0,81,159,109
0,82,164,103
0,83,156,95
0,84,156,89
0,85,163,88
0,86,163,87
0,87,164,95
0,88,173,99
0,89,175,100
0,90,170,97
0,91,182,88
0,92,187,86
0,93,186,78
0,94,176,95
0,95,170,81
0,96,171,83
0,97,180,85
0,98,186,89
0,99,196,85
1,0,182,114
1,1,189,116
1,2,193,121
1,3,194,125
1,4,194,119
1,5,195,116
1,6,193,116
1,7,188,118
1,8,191,115
1,9,188,109
1,10,179,99
1,11,181,92
1,12,186,102
1,13,179,96
1,14,178,103
1,15,179,99
1,16,168,101
1,17,167,97
1,18,165,97
1,19,162,95
1,20,163,100
1,21,165,112
1,22,162,119
1,23,161,120
1,24,163,124
1,25,164,124
1,26,177,123
1,27,179,114
1,28,168,116
1,29,154,107
1,30,160,100
1,31,156,98
1,32,155,99
1,33,157,93
1,34,157,90
1,35,154,98
1,36,153,107
1,37,155,113
1,38,163,124
1,39,168,112
1,40,167,116
1,41,172,116
1,42,167,122
1,43,164,125
1,44,160,132
1,45,158,133
1,46,164,130
1,47,167,128
1,48,159,125
1,49,164,122
1,50,164,119
1,51,166,126
1,52,166,132
1,53,157,128
1,54,158,136
1,55,147,129
1,56,137,132
1,57,136,142
1,58,138,130
1,59,134,130
1,60,136,124
1,61,141,119
1,62,140,117
1,63,148,115
1,64,152,111
1,65,154,110
1,66,146,115
1,67,145,116
1,68,146,121
1,69,152,113
1,70,148,122
1,71,144,130
1,72,145,140
1,73,140,144
1,74,138,152
1,75,133,146
1,76,125,145
1,77,127,152
1,78,123,159
1,79,123,159
1,80,121,169
1,81,120,165
1,82,110,155
1,83,110,156
1,84,107,160
1,85,107,153
1,86,99,162
1,87,100,167
1,88,99,165
1,89,105,173
1,90,100,166
1,91,103,169
1,92,98,168
1,93,92,163
1,94,95,166
1,95,107,165
1,96,105,160
1,97,110,155
1,98,107,153
1,99,103,149
2,0,123,59
2,1,124,55
2,2,123,54
2,3,130,62
2,4,131,67
2,5,133,71
2,6,132,69
2,7,130,66
2,8,123,75
2,9,127,66
2,10,128,64
2,11,132,61
2,12,133,77
2,13,135,73
2,14,127,73
2,15,144,68
2,16,145,67
2,17,148,71
2,18,144,63
2,19,147,57
2,20,143,55
2,21,147,53
2,22,150,50
2,23,148,50
2,24,143,49
2,25,138,52
2,26,139,53
2,27,132,56
2,28,134,56
2,29,143,58
2,30,131,64
2,31,133,72
2,32,128,69
2,33,131,72
2,34,130,66
2,35,136,73
2,36,138,78
2,37,144,76
2,38,147,76
2,39,152,71
2,40,138,72
2,41,131,68
2,42,141,63
2,43,134,65
2,44,138,62
2,45,136,65
2,46,135,63
2,47,137,55
2,48,131,58
2,49,127,54
2,50,128,56
2,51,126,60
2,52,117,61
2,53,119,68
2,54,123,63
2,55,117,60
2,56,122,60
2,57,126,68
2,58,129,67
2,59,130,60
2,60,128,65
2,61,138,68
2,62,137,72
2,63,144,66
2,64,148,62
2,65,150,57
2,66,140,67
2,67,138,70
