object,frame,x_c,y_c
0,0,178,112
0,1,179,113
0,2,178,112
0,3,179,112
0,4,180,112
0,5,179,112
0,6,179,113
0,7,178,112
0,8,178,112
0,9,179,112
0,10,179,111
0,11,179,112
0,12,178,113
0,13,179,113
0,14,178,112
0,15,178,111
0,16,179,111
0,17,178,111
0,18,177,110
0,19,177,110
0,20,177,110
0,21,177,111
0,22,177,111
0,23,177,111
0,24,177,112
0,25,177,112
0,26,177,112
0,27,177,112
0,28,177,111
0,29,176,112
0,30,176,111
0,31,175,110
0,32,176,109
0,33,176,109
0,34,176,110
0,35,176,110
0,36,176,111
0,37,175,111
0,38,174,111
0,39,174,112
0,40,174,113
0,41,175,112
0,42,175,113
0,43,174,113
0,44,174,113
0,45,174,112
0,46,173,113
0,47,173,113
0,48,172,113
0,49,173,112
0,50,173,112
0,51,172,112
0,52,172,111
0,53,171,112
0,54,172,111
0,55,172,112
0,56,172,113
0,57,173,112
0,58,173,112
0,59,173,112
0,60,172,112
0,61,171,112
0,62,171,112
0,63,171,112
0,64,172,111
0,65,172,111
0,66,173,111
0,67,173,111
0,68,173,111
0,69,174,112
0,70,173,111
0,71,173,111
0,72,173,112
0,73,173,111
0,74,173,111
0,75,173,110
0,76,172,110
0,77,172,111
0,78,172,110
0,79,172,111
0,80,171,111
0,81,172,110
0,82,173,111
0,83,172,110
0,84,173,111
0,85,172,110
0,86,172,110
0,87,172,110
0,88,172,111
0,89,171,111
0,90,171,110
0,91,172,111
0,92,172,111
0,93,172,112
0,94,171,112
0,95,171,113
0,96,171,113
0,97,172,112
0,98,173,112
0,99,173,111
0,100,174,111
0,101,174,112
0,102,175,112
0,103,175,113
0,104,176,113
0,105,176,112
0,106,175,112
0,107,176,112
0,108,176,112
0,109,176,112
0,110,175,112
0,111,175,111
0,112,175,111
0,113,175,110
0,114,176,110
0,115,176,110
0,116,176,110
0,117,176,110
0,118,176,111
0,119,175,110
0,120,175,110
0,121,175,110
0,122,175,109
0,123,175,110
0,124,175,110
0,125,175,110
0,126,174,110
0,127,175,110
0,128,175,110
0,129,176,110
0,130,177,109
0,131,177,110
0,132,177,109
0,133,178,109
0,134,178,109
0,135,178,110
0,136,179,110
0,137,179,110
0,138,179,110
0,139,178,109
0,140,179,110
0,141,179,111
0,142,179,111
0,143,180,111
0,144,180,112
0,145,180,112
0,146,180,112
0,147,179,112
0,148,180,112
0,149,180,112
0,150,179,112
0,151,178,111
0,152,178,112
0,153,179,111
0,154,179,111
0,155,180,111
0,156,180,112
0,157,181,111
0,158,180,111
0,159,181,111
0,160,181,110
0,161,182,110
0,162,182,110
0,163,183,109
0,164,183,109
0,165,183,110
0,166,184,110
0,167,184,109
0,168,185,109
0,169,184,110
0,170,184,111
0,171,185,111
0,172,185,110
0,173,185,111
0,174,184,112
0,175,183,111
0,176,184,112
0,177,184,113
0,178,184,114
0,179,184,114
0,180,184,115
0,181,183,115
0,182,182,115
0,183,182,114
0,184,182,114
0,185,182,113
0,186,182,113
0,187,182,113
0,188,182,114
0,189,182,113
0,190,182,114
0,191,181,114
0,192,181,115
0,193,181,115
0,194,180,114
0,195,180,113
0,196,179,113
0,197,179,113
0,198,179,113
0,199,178,113
0,200,178,114
0,201,178,113
0,202,179,114
0,203,179,114
0,204,178,115
0,205,178,114
0,206,178,115
0,207,179,115
0,208,178,115
0,209,179,115
0,210,179,115
0,211,179,114
0,212,179,115
0,213,179,115
0,214,179,114
0,215,179,114
0,216,180,114
0,217,180,115
0,218,181,114
0,219,181,114
0,220,182,113
0,221,182,113
0,222,182,113
0,223,181,113
0,224,180,112
0,225,180,111
0,226,180,112
0,227,180,112
0,228,179,112
0,229,179,112
0,230,178,113
0,231,178,113
0,232,179,114
0,233,179,113
0,234,179,114
0,235,179,113
0,236,179,114
0,237,179,114
0,238,179,113
0,239,179,112
0,240,180,112
0,241,180,111
0,242,181,111
0,243,181,111
0,244,180,110
0,245,180,111
0,246,181,111
0,247,181,110
0,248,181,111
0,249,181,111
0,250,182,111
0,251,182,111
0,252,182,111
0,253,181,111
0,254,181,111
0,255,181,112
0,256,180,112
0,257,181,111
0,258,181,112
0,259,181,112
0,260,180,112
0,261,180,112
0,262,180,111
0,263,181,112
0,264,181,112
0,265,181,112
0,266,181,112
0,267,181,111
0,268,181,111
0,269,181,112
0,270,182,112
0,271,182,112
0,272,182,111
0,273,181,112
0,274,182,112
0,275,182,112
0,276,182,111
0,277,181,111
0,278,181,111
0,279,181,111
0,280,180,112
0,281,180,112
0,282,180,112
0,283,181,112
0,284,181,111
0,285,180,111
0,286,181,111
0,287,181,110
0,288,181,111
0,289,180,110
0,290,181,109
0,291,182,110
0,292,182,111
0,293,181,110
0,294,182,111
0,295,182,111
0,296,182,111
0,297,183,111
0,298,182,111
0,299,183,111
0,300,183,111
0,301,183,110
0,302,182,110
0,303,182,109
0,304,182,109
0,305,182,110
0,306,181,110
0,307,181,111
0,308,180,111
0,309,180,112
0,310,180,113
0,311,181,113
0,312,181,112
0,313,181,112
0,314,181,112
0,315,180,112
0,316,180,112
0,317,180,112
0,318,181,112
0,319,181,113
0,320,180,113
0,321,180,113
0,322,179,113
0,323,179,113
0,324,178,113
0,325,178,113
0,326,177,114
0,327,177,114
0,328,176,114
0,329,177,114
0,330,176,115
0,331,177,115
0,332,176,115
0,333,176,116
0,334,176,116
0,335,176,116
0,336,176,116
0,337,175,116
0,338,176,116
0,339,176,116
0,340,177,117
0,341,177,117
0,342,177,117
0,343,177,118
0,344,177,117
0,345,176,118
0,346,177,117
0,347,176,117
0,348,177,116
0,349,176,116
0,350,177,116
0,351,178,116
0,352,177,116
0,353,177,116
0,354,177,116
0,355,177,116
0,356,176,116
0,357,176,116
0,358,176,116
0,359,176,117
0,360,176,117
0,361,176,116
0,362,177,116
0,363,177,117
0,364,177,117
0,365,176,116
0,366,177,117
0,367,176,116
0,368,177,117
0,369,176,117
0,370,177,117
0,371,177,116
0,372,177,116
0,373,176,116
0,374,176,116
0,375,177,116
0,376,176,116
0,377,175,115
0,378,175,116
0,379,175,116
0,380,174,115
0,381,174,116
0,382,175,116
0,383,175,115
0,384,175,115
0,385,175,116
0,386,175,116
0,387,175,116
0,388,176,116
0,389,177,116
0,390,176,116
0,391,175,116
0,392,175,116
0,393,175,117
0,394,175,117
0,395,174,117
0,396,174,116
0,397,174,116
0,398,175,116
0,399,175,115
0,400,175,116
0,401,176,116
0,402,176,116
0,403,176,117
0,404,175,117
0,405,175,117
0,406,175,117
0,407,175,117
0,408,176,118
0,409,175,117
0,410,175,117
0,411,175,117
0,412,174,117
0,413,174,117
0,414,174,116
0,415,174,117
0,416,173,117
0,417,172,117
0,418,173,118
0,419,173,118
0,420,173,117
0,421,174,117
0,422,174,116
0,423,174,116
0,424,174,116
0,425,175,116
0,426,175,116
0,427,176,116
0,428,175,116
0,429,175,116
0,430,174,116
0,431,174,116
0,432,175,115
0,433,174,116
0,434,174,116
0,435,174,115
0,436,174,115
0,437,174,114
0,438,174,114
0,439,174,114
0,440,174,115
0,441,174,115
0,442,173,114
0,443,173,114
0,444,172,114
0,445,172,114
0,446,172,114
0,447,172,114
0,448,172,115
0,449,171,114
0,450,171,115
0,451,170,114
0,452,170,114
0,453,170,113
0,454,170,113
0,455,170,113
0,456,170,112
0,457,170,113
0,458,169,112
0,459,169,112
0,460,170,111
0,461,170,110
0,462,170,111
0,463,169,111
0,464,170,111
0,465,170,111
0,466,170,111
0,467,171,111
0,468,172,111
0,469,172,112
0,470,171,112
0,471,171,111
0,472,171,111
0,473,172,112
0,474,172,111
0,475,173,111
0,476,174,110
0,477,174,109
0,478,174,109
0,479,173,109
0,480,173,108
0,481,173,108
0,482,173,108
0,483,174,108
0,484,174,108
0,485,175,108
0,486,175,108
0,487,175,108
0,488,175,108
0,489,175,108
0,490,175,108
0,491,175,108
0,492,175,107
0,493,174,107
0,494,174,108
0,495,175,108
0,496,174,109
0,497,175,109
0,498,175,109
0,499,175,109
0,500,175,108
0,501,176,108
0,502,175,108
0,503,176,109
0,504,175,109
0,505,174,108
0,506,175,109
0,507,175,109
0,508,175,109
0,509,175,109
0,510,175,109
0,511,174,110
0,512,175,110
0,513,175,110
0,514,175,110
0,515,175,111
0,516,176,111
0,517,176,111
0,518,176,111
0,519,176,111
0,520,175,111
0,521,174,111
0,522,174,111
0,523,173,111
0,524,174,111
0,525,175,111
0,526,174,111
0,527,175,111
0,528,174,112
0,529,174,112
0,530,174,112
0,531,174,112
0,532,174,112
0,533,173,112
0,534,174,112
0,535,173,112
0,536,174,113
0,537,174,112
0,538,175,111
0,539,175,112
0,540,175,113
0,541,174,113
0,542,175,113
0,543,174,113
0,544,175,113
0,545,176,114
0,546,176,114
0,547,176,114
0,548,176,114
0,549,175,113
0,550,175,114
0,551,175,113
0,552,176,112
0,553,176,112
0,554,176,113
0,555,176,114
0,556,176,114
0,557,176,114
0,558,176,114
0,559,177,113
0,560,178,113
0,561,177,112
0,562,178,112
0,563,178,111
0,564,178,112
0,565,178,113
0,566,179,113
0,567,178,112
0,568,178,113
0,569,179,113
0,570,179,114
0,571,179,114
0,572,179,114
0,573,178,113
0,574,178,113
0,575,178,113
0,576,178,114
0,577,177,114
0,578,177,115
0,579,178,115
0,580,177,116
0,581,177,116
0,582,177,116
0,583,177,116
0,584,177,116
0,585,177,116
0,586,177,117
0,587,177,117
0,588,177,117
0,589,176,117
0,590,176,116
0,591,176,116
0,592,176,116
0,593,177,115
0,594,176,115
0,595,176,115
0,596,176,115
0,597,176,115
0,598,177,114
0,599,177,115
0,600,177,116
0,601,177,115
0,602,176,116
0,603,176,116
0,604,176,116
0,605,175,116
0,606,175,117
0,607,175,116
0,608,175,117
0,609,175,118
0,610,175,117
0,611,176,118
0,612,175,118
0,613,175,117
0,614,176,117
0,615,175,116
0,616,176,115
0,617,176,116
0,618,176,116
0,619,176,117
0,620,176,117
0,621,175,117
0,622,175,117
0,623,175,116
0,624,175,116
0,625,174,116
0,626,174,115
0,627,173,116
0,628,173,115
0,629,172,115
0,630,172,115
0,631,173,115
0,632,173,114
0,633,173,115
0,634,172,115
0,635,172,115
0,636,172,115
0,637,171,116
0,638,171,115
0,639,170,114
0,640,170,115
0,641,170,115
0,642,170,115
0,643,170,114
0,644,170,114
0,645,170,114
0,646,169,113
0,647,169,113
0,648,168,114
0,649,169,113
0,650,168,112
0,651,168,111
0,652,167,111
0,653,167,112
0,654,166,112
0,655,166,113
0,656,165,113
0,657,166,113
0,658,166,113
0,659,166,112
0,660,166,112
0,661,166,112
0,662,167,113
0,663,167,113
0,664,167,112
0,665,168,113
0,666,167,113
0,667,167,114
0,668,167,115
0,669,166,115
0,670,166,116
0,671,165,116
0,672,165,117
0,673,166,117
0,674,165,117
0,675,165,117
0,676,165,116
0,677,166,117
0,678,166,116
0,679,165,116
0,680,165,116
0,681,165,117
0,682,165,118
0,683,165,118
0,684,166,118
0,685,165,118
0,686,166,118
0,687,166,118
0,688,166,118
0,689,167,119
0,690,167,118
0,691,167,117
0,692,167,117
0,693,167,116
0,694,167,116
0,695,168,116
0,696,168,116
0,697,167,116
0,698,166,116
0,699,166,116
0,700,166,116
0,701,166,116
0,702,167,116
0,703,166,116
0,704,166,116
0,705,166,116
0,706,166,116
0,707,165,116
0,708,166,116
0,709,167,117
0,710,166,117
0,711,165,116
0,712,165,116
0,713,166,116
0,714,166,116
0,715,166,117
0,716,165,117
0,717,165,116
0,718,165,116
0,719,166,115
0,720,166,115
0,721,166,114
0,722,166,113
0,723,166,113
0,724,166,114
0,725,166,114
0,726,166,114
0,727,167,114
0,728,167,115
0,729,167,115
0,730,167,115
0,731,167,116
0,732,166,116
0,733,166,115
0,734,166,116
0,735,165,116
0,736,165,115
0,737,166,115
0,738,166,115
0,739,167,114
0,740,166,115
0,741,166,115
0,742,166,114
0,743,166,114
0,744,166,114
0,745,166,115
0,746,165,116
0,747,166,115
0,748,166,115
0,749,166,115
0,750,167,114
0,751,167,114
0,752,168,114
0,753,168,114
0,754,167,114
0,755,167,114
0,756,167,114
0,757,168,113
0,758,167,113
0,759,166,112
0,760,167,113
0,761,166,113
0,762,165,113
0,763,165,113
0,764,166,113
0,765,166,113
0,766,167,113
0,767,166,114
0,768,165,114
0,769,165,114
0,770,165,114
0,771,165,115
0,772,166,114
0,773,166,113
0,774,165,113
0,775,164,112
0,776,164,113
0,777,164,112
0,778,164,112
0,779,164,112
0,780,164,111
0,781,164,112
0,782,163,111
0,783,163,110
0,784,164,110
0,785,164,110
0,786,163,109
0,787,164,109
0,788,163,108
0,789,164,108
0,790,164,107
0,791,164,108
0,792,165,108
0,793,164,107
0,794,165,107
0,795,166,106
0,796,165,106
0,797,166,107
0,798,165,106
0,799,166,107
0,800,166,108
0,801,166,107
0,802,166,106
0,803,167,106
0,804,167,106
0,805,166,105
0,806,166,105
0,807,166,104
0,808,165,104
0,809,166,103
0,810,166,103
0,811,166,104
0,812,166,104
0,813,165,104
0,814,165,103
0,815,165,103
0,816,166,102
0,817,166,103
0,818,166,103
0,819,165,103
0,820,165,103
0,821,165,104
0,822,165,103
0,823,165,103
0,824,165,103
0,825,164,104
0,826,164,104
0,827,163,104
0,828,163,104
0,829,162,104
0,830,163,105
0,831,163,105
0,832,164,105
0,833,163,105
0,834,163,104
0,835,164,104
0,836,164,103
0,837,163,103
0,838,164,104
0,839,164,104
0,840,164,104
0,841,165,104
0,842,166,104
0,843,165,105
0,844,164,106
0,845,164,105
0,846,164,105
0,847,165,105
0,848,164,105
0,849,164,105
0,850,163,105
0,851,162,105
0,852,163,105
0,853,163,106
0,854,163,105
0,855,163,104
0,856,163,104
0,857,163,103
0,858,162,103
0,859,162,102
0,860,162,102
0,861,163,102
0,862,163,101
0,863,163,100
0,864,164,101
0,865,163,100
0,866,163,101
0,867,164,101
0,868,165,102
0,869,165,102
0,870,165,102
0,871,165,101
0,872,166,100
0,873,166,101
0,874,167,101
0,875,166,101
0,876,166,101
0,877,166,101
0,878,166,102
0,879,166,101
0,880,165,100
0,881,166,101
0,882,165,100
0,883,166,100
0,884,166,101
0,885,166,100
0,886,165,101
0,887,165,100
0,888,166,100
0,889,165,101
0,890,166,100
0,891,166,99
0,892,166,100
0,893,165,100
0,894,165,101
0,895,166,102
0,896,166,101
0,897,167,102
0,898,166,102
0,899,166,101
0,900,165,101
0,901,165,101
0,902,166,101
0,903,167,101
