object,frame,x_c,y_c
0,0,178,112
0,1,180,112
0,2,178,112
0,3,178,113
0,4,179,111
0,5,177,110
0,6,177,112
0,7,177,111
0,8,176,109
0,9,176,111
0,10,174,113
0,11,174,113
0,12,172,113
0,13,172,111
0,14,172,113
0,15,172,112
0,16,172,111
0,17,173,111
0,18,173,112
0,19,172,110
0,20,171,111
0,21,173,111
0,22,172,111
0,23,172,111
0,24,171,113
0,25,174,111
0,26,176,113
0,27,176,112
0,28,175,111
0,29,176,110
0,30,175,110
0,31,175,110
0,32,175,110
0,33,177,109
0,34,179,110
0,35,179,110
0,36,180,112
0,37,180,112
0,38,178,112
0,39,180,112
0,40,181,110
0,41,183,109
0,42,185,109
0,43,185,110
0,44,184,112
0,45,184,115
0,46,182,114
0,47,182,114
0,48,181,115
0,49,179,113
0,50,178,114
0,51,178,115
0,52,178,115
0,53,179,115
0,54,180,114
0,55,182,113
0,56,180,112
0,57,179,112
0,58,179,114
0,59,179,114
0,60,180,112
0,61,180,110
0,62,181,111
0,63,182,111
0,64,180,112
0,65,180,112
0,66,181,112
0,67,181,111
0,68,182,111
0,69,182,111
0,70,180,112
0,71,181,111
0,72,181,111
0,73,182,111
0,74,182,111
0,75,183,111
0,76,182,109
0,77,180,111
0,78,181,112
0,79,180,112
0,80,180,113
0,81,178,113
0,82,176,114
0,83,176,115
0,84,176,116
0,85,177,117
0,86,177,117
0,87,177,116
0,88,177,116
0,89,176,116
0,90,176,117
0,91,177,117
0,92,177,117
0,93,177,116
0,94,176,116
0,95,174,115
0,96,175,115
0,97,176,116
0,98,175,116
0,99,174,116
0,100,175,116
0,101,175,117
0,102,176,118
0,103,174,117
0,104,173,117
0,105,173,117
0,106,174,116
0,107,175,116
0,108,175,115
0,109,174,115
0,110,174,115
0,111,172,114
0,112,172,115
0,113,170,114
0,114,170,112
0,115,170,111
0,116,170,111
0,117,172,111
0,118,171,111
0,119,174,110
0,120,173,108
0,121,174,108
0,122,175,108
0,123,175,107
0,124,174,109
0,125,175,108
0,126,175,109
0,127,175,109
0,128,175,110
0,129,176,111
0,130,175,111
0,131,174,111
0,132,174,112
0,133,174,112
0,134,174,113
0,135,175,113
0,136,175,113
0,137,176,114
0,138,176,112
0,139,176,114
0,140,178,113
0,141,178,112
0,142,178,113
0,143,179,114
0,144,178,114
0,145,177,116
0,146,177,116
0,147,177,117
0,148,176,116
0,149,176,115
0,150,177,116
0,151,176,116
0,152,175,117
0,153,175,118
0,154,176,115
0,155,176,117
0,156,175,116
0,157,173,115
0,158,173,114
0,159,172,115
0,160,170,115
0,161,170,114
0,162,168,114
0,163,167,111
0,164,165,113
0,165,166,112
0,166,167,112
0,167,167,115
0,168,165,117
0,169,165,116
0,170,165,116
0,171,166,118
0,172,166,118
0,173,167,117
0,174,168,116
0,175,166,116
0,176,166,116
0,177,166,116
0,178,165,116
0,179,165,117
0,180,166,115
0,181,166,114
0,182,167,115
0,183,166,116
0,184,165,115
0,185,166,115
0,186,166,114
0,187,166,115
0,188,168,114
0,189,167,114
0,190,167,113
0,191,166,113
0,192,165,114
0,193,166,114
0,194,164,113
0,195,164,111
0,196,164,110
0,197,163,108
0,198,165,108
0,199,165,106
0,200,166,108
0,201,167,106
0,202,165,104
0,203,166,104
0,204,166,102
0,205,165,103
0,206,165,103
0,207,163,104
0,208,164,105
0,209,164,103
0,210,164,104
0,211,164,106
0,212,164,105
0,213,163,105
0,214,163,104
0,215,162,102
0,216,164,101
0,217,165,102
0,218,166,100
0,219,166,101
0,220,165,100
0,221,166,101
0,222,166,100
0,223,166,100
0,224,166,101
0,225,165,101
0,226,167,101
0,227,167,100
0,228,168,101
0,229,170,102
0,230,172,101
0,231,172,101
0,232,171,102
0,233,171,101
0,234,172,102
0,235,172,102
0,236,172,103
0,237,170,103
0,238,171,103
0,239,170,103
0,240,169,103
0,241,168,102
0,242,168,102
0,243,169,102
0,244,168,101
0,245,168,101
0,246,167,101
0,247,168,101
0,248,168,100
0,249,169,100
0,250,167,100
0,251,168,101
0,252,168,101
0,253,169,99
0,254,171,99
0,255,172,100
0,256,173,98
0,257,172,99
0,258,172,98
0,259,171,98
0,260,171,98
0,261,170,98
0,262,171,98
0,263,172,96
0,264,172,95
0,265,170,94
0,266,171,93
0,267,171,94
0,268,171,95
0,269,172,94
0,270,172,93
0,271,173,93
0,272,173,92
0,273,173,91
0,274,174,91
0,275,174,91
0,276,173,91
0,277,172,90
0,278,172,91
0,279,171,92
0,280,171,92
0,281,171,93
0,282,171,94
0,283,170,95
0,284,172,95
0,285,171,95
0,286,169,95
0,287,167,94
0,288,167,94
0,289,165,93
0,290,165,92
0,291,164,91
0,292,162,91
0,293,162,91
0,294,162,92
0,295,161,92
0,296,163,94
0,297,163,95
0,298,163,95
0,299,163,95
0,300,161,94
0,301,160,94
0,302,159,93
0,303,158,94
0,304,157,94
0,305,156,95
0,306,156,95
0,307,156,96
0,308,156,96
0,309,155,94
0,310,155,95
0,311,156,96
0,312,158,96
0,313,157,95
0,314,156,96
0,315,156,95
0,316,157,96
0,317,155,96
0,318,156,97
0,319,156,100
0,320,156,99
0,321,157,99
0,322,159,100
0,323,161,101
0,324,160,101
0,325,160,99
0,326,161,99
0,327,160,100
0,328,158,100
0,329,159,99
0,330,161,99
0,331,158,99
0,332,157,99
0,333,159,99
0,334,159,98
0,335,160,97
0,336,161,98
0,337,161,98
0,338,161,100
0,339,160,101
0,340,160,100
0,341,162,101
0,342,161,102
0,343,161,101
0,344,161,101
0,345,163,102
0,346,163,101
0,347,164,103
0,348,163,104
0,349,164,105
0,350,163,106
0,351,164,107
0,352,164,108
0,353,164,108
0,354,164,107
0,355,164,107
0,356,162,108
0,357,163,109
0,358,164,111
0,359,164,108
0,360,163,108
0,361,164,108
0,362,166,109
0,363,166,109
0,364,167,107
0,365,166,108
0,366,166,107
0,367,167,107
0,368,165,108
0,369,166,106
0,370,166,107
0,371,170,106
0,372,171,107
0,373,172,106
0,374,173,107
0,375,171,106
0,376,172,107
0,377,171,107
0,378,173,109
0,379,173,109
0,380,172,109
0,381,173,109
0,382,172,108
0,383,172,109
0,384,170,108
0,385,171,107
0,386,173,107
0,387,175,107
0,388,177,107
0,389,176,107
0,390,178,107
0,391,177,107
0,392,177,107
0,393,178,108
0,394,178,110
0,395,178,108
0,396,178,109
0,397,178,107
0,398,178,106
0,399,178,105
0,400,177,104
0,401,177,103
0,402,178,103
0,403,178,103
0,404,177,103
0,405,177,103
0,406,176,101
0,407,175,101
0,408,175,101
0,409,177,100
0,410,177,99
0,411,178,98
0,412,179,98
0,413,178,98
0,414,178,98
0,415,178,96
0,416,177,98
0,417,177,98
0,418,177,99
0,419,178,100
0,420,179,101
0,421,180,102
0,422,179,102
0,423,178,102
0,424,180,104
0,425,180,104
0,426,181,105
0,427,182,106
0,428,182,107
0,429,183,107
0,430,183,107
0,431,183,107
0,432,183,107
0,433,185,107
0,434,186,108
0,435,185,107
0,436,183,108
0,437,186,108
0,438,187,110
0,439,187,108
0,440,187,109
0,441,188,110
0,442,188,110
0,443,188,110
0,444,188,112
0,445,189,111
0,446,189,111
0,447,189,110
0,448,190,110
0,449,191,110
0,450,192,111
0,451,190,110
0,452,188,112
0,453,188,110
0,454,189,112
0,455,190,110
0,456,189,110
0,457,190,110
0,458,190,108
0,459,190,108
0,460,188,109
0,461,188,109
0,462,188,109
0,463,188,111
0,464,190,110
0,465,190,108
0,466,189,108
0,467,191,108
0,468,193,108
0,469,194,107
0,470,194,108
0,471,192,108
0,472,192,106
0,473,191,106
0,474,191,106
0,475,191,105
0,476,190,105
0,477,190,106
0,478,191,105
0,479,190,105
0,480,189,106
0,481,188,105
0,482,188,106
0,483,189,108
0,484,190,108
0,485,188,108
0,486,187,108
0,487,186,107
0,488,185,107
0,489,184,108
0,490,184,108
0,491,182,109
0,492,181,109
0,493,181,109
0,494,182,108
0,495,181,108
0,496,181,108
0,497,181,107
0,498,181,109
0,499,180,110
0,500,179,110
0,501,178,109
0,502,178,108
0,503,178,109
0,504,176,109
0,505,176,108
0,506,173,109
0,507,173,108
0,508,172,107
0,509,174,107
0,510,174,108
0,511,172,107
0,512,172,108
0,513,172,109
0,514,172,107
0,515,171,109
0,516,172,109
0,517,171,107
0,518,170,106
0,519,168,106
0,520,169,106
0,521,167,105
0,522,168,107
0,523,168,105
0,524,170,106
0,525,168,105
0,526,168,105
0,527,167,106
0,528,167,106
0,529,167,107
0,530,168,106
0,531,166,105
0,532,165,105
0,533,166,105
0,534,165,106
0,535,165,107
0,536,166,107
0,537,165,108
0,538,164,106
0,539,164,107
0,540,165,107
0,541,165,107
0,542,166,108
0,543,164,107
0,544,163,108
0,545,165,109
0,546,165,109
0,547,164,109
0,548,165,108
0,549,164,108
0,550,164,108
0,551,165,108
0,552,167,108
0,553,168,110
0,554,168,109
0,555,168,109
0,556,169,110
0,557,170,110
0,558,170,109
0,559,171,107
0,560,170,108
0,561,170,107
0,562,170,107
0,563,170,106
0,564,168,107
0,565,170,109
0,566,170,109
0,567,170,109
0,568,171,109
0,569,173,109
0,570,173,112
0,571,173,111
0,572,173,112
0,573,171,113
0,574,173,113
0,575,173,115
0,576,173,113
0,577,173,113
0,578,172,111
0,579,172,110
0,580,172,109
0,581,171,110
0,582,171,111
0,583,172,112
0,584,172,112
0,585,173,113
0,586,173,114
0,587,174,114
0,588,176,113
0,589,176,113
0,590,176,113
0,591,175,113
0,592,176,112
0,593,176,113
0,594,176,113
0,595,175,115
0,596,176,115
0,597,177,114
0,598,177,116
0,599,177,115
0,600,179,116
0,601,179,115
0,602,181,114
0,603,179,114
0,604,176,114
0,605,176,114
0,606,177,113
0,607,176,114
0,608,176,112
0,609,174,112
0,610,172,112
0,611,172,111
0,612,172,110
0,613,172,110
0,614,172,109
0,615,172,108
0,616,172,109
0,617,173,109
0,618,173,112
0,619,173,111
0,620,174,112
0,621,172,111
0,622,173,112
0,623,172,113
