frame,filename,x_min,x_max,y_min,y_max,x_c,y_c,objectID
0,simulated_test1,686,688,686,688,687,811,0
1,simulated_test1,713,715,713,715,714,480,0
1,simulated_test1,465,467,465,467,466,376,1
1,simulated_test1,235,237,235,237,236,822,2
2,simulated_test1,427,429,427,429,428,299,1
2,simulated_test1,692,694,692,694,693,881,0
3,simulated_test1,629,631,629,631,630,335,1
3,simulated_test1,298,300,298,300,299,861,0
4,simulated_test1,701,703,701,703,702,323,1
5,simulated_test1,642,644,642,644,643,303,1
5,simulated_test1,449,451,449,451,450,325,3
5,simulated_test1,230,232,230,232,231,769,4
6,simulated_test1,659,661,659,661,660,814,4
7,simulated_test1,581,583,581,583,582,856,4
7,simulated_test1,332,334,332,334,333,278,5
7,simulated_test1,656,658,656,658,657,265,6
7,simulated_test1,137,139,137,139,138,720,7
8,simulated_test1,107,109,107,109,108,652,7
8,simulated_test1,644,646,644,646,645,780,4
9,simulated_test1,393,395,393,395,394,197,7
frame,filename,x_min,x_max,y_min,y_max,x_c,y_c,objectID
0,simulated_test1,686,688,686,688,687,811,0
1,simulated_test1,465,467,465,467,466,376,1
1,simulated_test1,713,715,713,715,714,480,2
1,simulated_test1,235,237,235,237,236,822,3
2,simulated_test1,427,429,427,429,428,299,4
2,simulated_test1,692,694,692,694,693,881,5
3,simulated_test1,629,631,629,631,630,335,6
3,simulated_test1,298,300,298,300,299,861,7
4,simulated_test1,701,703,701,703,702,323,8
5,simulated_test1,449,451,449,451,450,325,9
5,simulated_test1,642,644,642,644,643,303,10
5,simulated_test1,230,232,230,232,231,769,11
6,simulated_test1,659,661,659,661,660,814,12
7,simulated_test1,332,334,332,334,333,278,13
7,simulated_test1,656,658,656,658,657,265,14
7,simulated_test1,137,139,137,139,138,720,15
7,simulated_test1,581,583,581,583,582,856,16
8,simulated_test1,107,109,107,109,108,652,17
8,simulated_test1,644,646,644,646,645,780,18
9,simulated_test1,393,395,393,395,394,197,19
